Месяц выдачи кредита;Сумма кредита;Срок кредита;Возраст клиента;;Пол клиента;Образование клиента;Тип товара;Наличие детей у клиента;Регион выдачи кредита;Доход клиента;Семейное положение;Оператор связи;Является ли клиентом банка;Флаг дефолта по кредиту
2;33000;12;35;ЛОЖЬ;Мужской;Среднее;Мобильные телефоны;Дети есть;Другие регионы;26000;Женат/замужем;Мегафон;Не клиент банка;Дефолт
2;12500;6;53;ЛОЖЬ;Мужской;Среднее;Бытовая техника;Дети есть;Другие регионы;13000;Другое;Теле2;Клиент банка;Нет дефолта
2;14000;6;59;ЛОЖЬ;Мужской;Среднее специальное;Мебель;Дети есть;Другие регионы;12000;Другое;Мегафон;Клиент банка;Нет дефолта
2;20000;12;21;ЛОЖЬ;Мужской;Среднее;Мебель;Детей нет;Другие регионы;15000;Женат/замужем;Теле2;Клиент банка;Нет дефолта
2;6500;6;31;ЛОЖЬ;Мужской;Среднее специальное;Мобильные телефоны;Дети есть;Другие регионы;26000;Другое;Мегафон;Клиент банка;Дефолт
2;12500;18;32;ЛОЖЬ;Женский;Среднее;Мобильные телефоны;Дети есть;Другие регионы;11000;Женат/замужем;Мегафон;Не клиент банка;Нет дефолта
2;22500;18;40;ЛОЖЬ;Мужской;Среднее специальное;Бытовая техника;Детей нет;Другие регионы;25000;Женат/замужем;МТС;Клиент банка;Нет дефолта
2;13500;6;24;ЛОЖЬ;Женский;Высшее;Строительные материалы и инструменты;Детей нет;Другие регионы;21000;Другое;МТС;Клиент банка;Нет дефолта
2;25500;10;20;ЛОЖЬ;Мужской;Неоконченное высшее;Мобильные телефоны;Детей нет;Другие регионы;23000;Никогда не был(а) женат/замужем;Мегафон;Клиент банка;Нет дефолта
2;18500;6;29;ЛОЖЬ;Мужской;Среднее специальное;Мебель;Дети есть;Другие регионы;27000;Другое;Мегафон;Не клиент банка;Нет дефолта
2;46500;12;54;ИСТИНА;Мужской;Высшее;Окна, двери;Детей нет;Москва или МО;71000;Другое;МТС;Клиент банка;Нет дефолта
2;22500;12;33;ЛОЖЬ;Мужской;Среднее специальное;Мобильные телефоны;Дети есть;Другие регионы;7000;Другое;Мегафон;Клиент банка;Нет дефолта
2;54000;3;45;ИСТИНА;Мужской;Высшее;Бытовая техника;Детей нет;Другие регионы;101000;Женат/замужем;Теле2;Клиент банка;Нет дефолта
2;14000;12;42;ЛОЖЬ;Женский;Среднее специальное;Мобильные телефоны;Дети есть;Другие регионы;21000;Другое;Теле2;Не клиент банка;Нет дефолта
2;30000;6;42;ЛОЖЬ;Мужской;Среднее;Компьютеры, комплектующие;Детей нет;Другие регионы;31000;Другое;Мегафон;Клиент банка;Нет дефолта
2;35000;8;36;ЛОЖЬ;Мужской;Среднее специальное;Бытовая техника;Детей нет;Другие регионы;61000;Другое;Билайн;Клиент банка;Нет дефолта
2;76000;15;26;ИСТИНА;Женский;Высшее;Туризм и отдых;Дети есть;Другие регионы;61000;Другое;МТС;Не клиент банка;Нет дефолта
2;24500;12;23;ЛОЖЬ;Мужской;Высшее;Мобильные телефоны;Детей нет;Санкт-Петербург или ЛО;27000;Другое;Мегафон;Клиент банка;Нет дефолта
2;25000;6;45;ЛОЖЬ;Мужской;Среднее специальное;Бытовая техника;Дети есть;Москва или МО;36000;Другое;Мегафон;Не клиент банка;Нет дефолта
2;37500;12;22;ЛОЖЬ;Женский;Среднее специальное;Бытовая техника;Детей нет;Москва или МО;26000;Другое;МТС;Не клиент банка;Нет дефолта
2;21000;12;24;ЛОЖЬ;Женский;Среднее специальное;Мобильные телефоны;Детей нет;Другие регионы;24000;Другое;МТС;Клиент банка;Дефолт
2;31500;12;26;ЛОЖЬ;Женский;Среднее;Мобильные телефоны;Детей нет;Другие регионы;31000;Другое;Билайн;Клиент банка;Дефолт
2;38500;12;33;ИСТИНА;Женский;Высшее;Мебель;Детей нет;Другие регионы;79000;Женат/замужем;МТС;Клиент банка;Нет дефолта
2;31000;16;56;ЛОЖЬ;Мужской;Среднее специальное;Мобильные телефоны;Дети есть;Другие регионы;33000;Другое;МТС;Клиент банка;Нет дефолта
2;5000;6;32;ЛОЖЬ;Мужской;Среднее специальное;Бытовая техника;Дети есть;Другие регионы;26000;Другое;Мегафон;Не клиент банка;Нет дефолта
2;190500;6;31;ИСТИНА;Женский;Среднее специальное;Мототехника (лодки, мото);Детей нет;Другие регионы;171000;Другое;Мегафон;Не клиент банка;Нет дефолта
2;7500;6;32;ЛОЖЬ;Мужской;Среднее;Окна, двери;Дети есть;Другие регионы;13000;Другое;МТС;Клиент банка;Нет дефолта
2;22500;12;21;ЛОЖЬ;Мужской;Среднее специальное;Компьютеры, комплектующие;Дети есть;Другие регионы;26000;Другое;МТС;Клиент банка;Нет дефолта
2;21000;12;26;ЛОЖЬ;Женский;Среднее;Мобильные телефоны;Детей нет;Другие регионы;21000;Другое;Билайн;Клиент банка;Дефолт
